Input,Output
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. Sum up the AVG balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0028.","ACCOUNT1=['AC0002','AC2003','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG003']

ABCD0028_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I00005' and baltype eq 'EOP'));

ABCD0028_2 = ABCD0028_1 + ABCD0028_TSA;

ABCD0028 = SCLRND(6,-6,ABCD0028_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. Sum up the AVG balances from the filters applied in step 1a, 1b & 1c.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0029.","ACCOUNT1=['AC0002','AC2003','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG003']
ICECODE1=['I00005']

ABCD0029_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG001' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0029_2 = ABCD0029_1 + ABCD0029_TSA;

ABCD0029 = SCLRND(6,-6,ABCD0029_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0003,AC1003,AC1103,AC1013
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0030.","ACCOUNT1=['AC0002','AC2003','AC1102','AC1012'];
ACCOUNT2=['AC0003','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG003']
ORGUNIT2=['FINLEG001','FINLEG004']
ICECODE1=['I00005']

ABCD0030_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0030_2 = ABCD0030_1 + ABCD0030_TSA;

ABCD0030 = SCLRND(6,-6,ABCD0030_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0003,AC1003,AC1103,AC1013
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0031.","ACCOUNT1=['AC0003','AC2003','AC1102','AC1012'];
ACCOUNT2=['AC0003','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG003']
ORGUNIT2=['FINLEG001','FINLEG004']
ICECODE1=['I00005']

ABCD0031_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0031_2 = ABCD0031_1 + ABCD0031_TSA;

ABCD0031 = SCLRND(6,-6,ABCD0031_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0003,AC1003,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0032.","ACCOUNT1=['AC0003','AC2003','AC1102','AC1012'];
ACCOUNT2=['AC0003','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG003']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00005']

ABCD0032_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0032_2 = ABCD0032_1 + ABCD0032_TSA;

ABCD0032 = SCLRND(6,-6,ABCD0032_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG121
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG005
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up th QTD balances from the filters applied in step 1a and 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0033.","ACCOUNT1=['AB0002','AB2002','AB2202','AB1011'];
ICECODE1=['I00000'];

ABCD0033_1=SUM(qtdamt, (org_unit eq 'FINLEG121' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG005' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABCD0033_2 = ABCD0033_1 + ABCD0033_TSA;

ABCD0033 = SCLRND(6,-6,ABCD0033_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0001,AC1001,AC2202,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0001,AC1001,AC2202,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is I11111
	Balance Type is End of period (EOP)
1c. Sum up th QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0034.","ACCOUNT1=['AC0001','AC1001','AC2202','AC1011'];
ORGUNIT1=['FINLEG001','FINLEG002']

ABCD0034_1=SUM(qtdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I11111' and baltype eq 'EOP'));

ABCD0034_2 = ABCD0034_1 + ABCD0034_TSA;

ABCD0034 = SCLRND(6,-6,ABCD0034_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. Sum up th YTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0035.","ACCOUNT1=['AC0002','AC2003','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG003']

ABCD0035_1=SUM(ytdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I00005' and baltype eq 'EOP'));

ABCD0035_2 = ABCD0035_1 + ABCD0035_TSA;

ABCD0035 = SCLRND(6,-6,ABCD0035_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. Sum up the YTD balances from the filters applied in step 1a through 1c.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0036.","ACCOUNT1=['AC0002','AC2003','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG003']
ICECODE1=['I00005']

ABCD0036_1=SUM(ytdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG001' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0036_2 = ABCD0036_1 + ABCD0036_TSA;

ABCD0036 = SCLRND(6,-6,ABCD0036_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0003,AC1003,AC1103,AC1013
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the QTD balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0037.","ACCOUNT1=['AC0002','AC2003','AC1102','AC1012'];
ACCOUNT2=['AC0003','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG003']
ORGUNIT2=['FINLEG001','FINLEG004']
ICECODE1=['I00005']

ABCD0037_1=SUM(atdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0037_2 = ABCD0037_1 + ABCD0037_TSA;

ABCD0037 = SCLRND(6,-6,ABCD0037_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0003,AC1003,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the YTD balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0038.","ACCOUNT1=['AC0003','AC2003','AC1102','AC1012'];
ACCOUNT2=['AC0003','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG003']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00005']

ABCD0038_1=SUM(ytdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0038_2 = ABCD0038_1 + ABCD0038_TSA;

ABCD0038 = SCLRND(6,-6,ABCD0038_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG005
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0001,AD1001,AD1101,AD1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG005
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2c. Sum up th QTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0039.","ACCOUNT1=['AB0002','AB2002','AB2202','AB1011'];
ACCOUNT2=['AD0001','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABCD0039_1=SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG005' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP')) + SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG005' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP')) * -1;

ABCD0039_2 = ABCD0039_1 + ABCD0039_TSA;

ABCD0039 = SCLRND(6,-6,ABCD0039_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG005
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0001,AD1001,AD1101,AD1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG005
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2c. Sum up th YTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0040.","ACCOUNT1=['AB0002','AB2002','AB2202','AB1011'];
ACCOUNT2=['AD0001','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABCD0040_1=SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG005' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP')) + SUM(ytdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG005' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP')) * -1;

ABCD0040_2 = ABCD0040_1 + ABCD0040_TSA;

ABCD0040 = SCLRND(6,-6,ABCD0040_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0041.","ACCOUNT1=['AB0002','AB2002','AB2202','AB1011'];
ICECODE1=['I00000'];

ABCD0041_1=SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABCD0041_2 = ABCD0041_1 + ABCD0041_TSA;

ABCD0041 = SCLRND(6,-6,ABCD0041_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG026
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0042.","ACCOUNT1=['AB0002','AB2002','AB2202','AB1011'];
ICECODE1=['I00000'];

ABCD0042_1=SUM(qtdamt, (org_unit eq 'FINLEG026' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABCD0042_2 = ABCD0042_1 + ABCD0042_TSA;

ABCD0042 = SCLRND(6,-6,ABCD0042_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG026
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0043.","ACCOUNT1=['AB0002','AB2002','AB2202','AB1011'];
ICECODE1=['I00000'];

ABCD0043_1=SUM(qtdamt, (org_unit eq 'FINLEG026' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0043_2 = ABCD0043_1 + ABCD0043_TSA;

ABCD0043 = SCLRND(6,-6,ABCD0043_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0002,AB2002,AB2202,AB1012
	organization Unit is FINLEG026
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1b. ABC Accounts in AB0002,AB2002,AB2202,AB1012
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0044.","ACCOUNT1=['AB0002','AB2002','AB2202','AB1012'];
ICECODE1=['I00000'];

ABCD0044_1=SUM(qtdamt, (org_unit eq 'FINLEG026' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0044_2 = ABCD0044_1 + ABCD0044_TSA;

ABCD0044 = SCLRND(6,-6,ABCD0044_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0003,AC1003,AC1103,AC1013
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0045.","ACCOUNT1=['AC0002','AC2003','AC1102','AC1012'];
ACCOUNT2=['AC0003','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG011','FINLEG002','FINLEG003']
ORGUNIT2=['FINLEG011','FINLEG004']
ICECODE1=['I00005']

ABCD0045_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0045_2 = ABCD0045_1 + ABCD0045_TSA;

ABCD0045 = SCLRND(6,-6,ABCD0045_2);"
